nct_id,brief_title,overall_status,phases,topic_id,topic_score,topic_label
NCT00006176,Clinical and Genetic Studies of Familial Presenile Dementia With Neuronal Inclusion Bodies,COMPLETED,,2,0.13250318650703344,Amyloid/Tau Pathology
NCT00622713,"A 24 Week, Multicenter, Open, Evaluation of the Clinical Effectiveness of the Once-daily 10 cm^2 Rivastigmine Patch Formulation in Patients With Probable Alzheimer's Disease (EXTRA)",COMPLETED,PHASE4,5,0.06382427271398453,Other / Mixed
NCT00403520,Hippocampus Study: Comparative Effect of Donepezil 10mg/d and Placebo on Clinical and Radiological Markers,COMPLETED,PHASE4,2,0.09932831367823344,Amyloid/Tau Pathology
NCT01421056,Evaluation of Safety & Tolerability of Multiple Dose Regimens of CHF 5074 and Exploration of Effects on Potential Markers of Clinical Efficacy in Patients With Mild Cognitive Impairment - Open Label Extension (CT04 OLEP),COMPLETED,PHASE2,4,0.22238817241174766,Neuroinflammation & Immune
NCT01688128,Efficacy of Ubiquitous SR-based Memory Advancement and Rehabilitation Training (U-SMART),COMPLETED,PHASE3,3,0.23935843454024064,Neuroinflammation & Immune
NCT04886063,Open Label Study of ATH-1017 for Treatment of Mild to Moderate Alzheimer's Disease,TERMINATED,PHASE2|PHASE3,1,0.34035968914092035,Neuroinflammation & Immune
NCT02434393,Characterizing Cognitive Decline in Late Life Depression: The ADNI Depression Project,RECRUITING,,2,0.20971277735449512,Amyloid/Tau Pathology
NCT00954616,Inappropriate Medications Associated With Anticholinesterase and/or Memantine Treatment in the Elderly,COMPLETED,,0,0.03511866129137565,"Care, Lifestyle & QoL"
NCT05760521,Optimizing Rural Community Health Through Dementia Detection and Care,COMPLETED,,0,0.09301531454441068,"Care, Lifestyle & QoL"
NCT04614532,Recognizing Pain Intensity in Alzheimer's Disease,TERMINATED,,3,0.10264664730935216,Neuroinflammation & Immune
NCT07062198,Combined Metabolic Activator Supplementation in Subjects Diagnosed With Alzheimer's Disease,RECRUITING,PHASE3,5,0.05150222504863082,Other / Mixed
NCT03288363,Transcranial Direct Current Stimulation and Early Alzheimer's Disease (tDCS-AD),UNKNOWN,,3,0.038394639588946115,Neuroinflammation & Immune
NCT05019014,Olfactory Deficits in Neurologic Disease,COMPLETED,,2,0.0533973789165652,Amyloid/Tau Pathology
NCT06057909,A Study of Neurodegeneration and Neuronal Fluctuations in Lewy Body Disease and Alzheimer's Disease,RECRUITING,,2,0.07840948551198096,Amyloid/Tau Pathology
NCT01083316,Bortezomib and Dexamethasone Followed by High-Dose Melphalan and Stem Cell Transplantation for Primary (AL) Amyloidosis,COMPLETED,PHASE2,4,0.027625160578636357,Neuroinflammation & Immune
NCT00955409,"Long Term Extension Study Evaluating Safety, Tolerability and Immunogenicity Of ACC-001 In Subjects With Mild To Moderate Alzheimer's Disease",COMPLETED,PHASE2,1,0.30177607379982024,Neuroinflammation & Immune
NCT05246332,Grounding Effect on Alzheimer's Disease,COMPLETED,,0,0.0498823037186409,"Care, Lifestyle & QoL"
NCT03624842,Expanded Access With Trappsol(R) Cyclo (TM) for an Individual Patient With Late Onset Alzheimer's Disease,NO_LONGER_AVAILABLE,,0,0.01909899000557451,"Care, Lifestyle & QoL"
NCT03055741,Study of DHP1401 in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil(DRAMA),COMPLETED,PHASE2,1,0.3006469202243664,Neuroinflammation & Immune
NCT04404153,Neurostimulation for Cognitive Enhancement in Alzheimer's Disease,COMPLETED,,0,0.0772899706129762,"Care, Lifestyle & QoL"
NCT02172612,A Pilot Study to Reduce Inappropriate Anticholinergic Prescribing in the Elderly,COMPLETED,,5,0.04103820013547489,Other / Mixed
NCT00000172,Evaluation of Galantamine in the Treatment of Alzheimer's Disease,COMPLETED,PHASE3,2,0.058962841111130274,Amyloid/Tau Pathology
NCT06619795,Combined Effect of tDCS and Motor or Cognitive Activity in Patients With Alzheimer's Disease,TERMINATED,,3,0.06320523621398862,Neuroinflammation & Immune
NCT07516119,Predicting Pre-dementia,RECRUITING,,3,0.10347738041549386,Neuroinflammation & Immune
NCT03721705,Renew NCP-5 for the Treatment of Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild Dementia of the Alzheimer's Type,COMPLETED,PHASE3,3,0.19403865489015562,Neuroinflammation & Immune
NCT06495957,Electroacupuncture for the Treatment of Agitated Symptoms of Alzheimer's Disease,NOT_YET_RECRUITING,,5,0.11841062121138926,Other / Mixed
NCT06530277,REMINDer - A Digital Environmental Enrichment Intervention,COMPLETED,,0,0.06971320821722066,"Care, Lifestyle & QoL"
NCT00467766,Combining a Caregiver Intervention With Aricept Treatment for Mild to Moderate Alzheimer's Disease,COMPLETED,,1,0.1201713835638311,Neuroinflammation & Immune
NCT06199037,Safety and Pharmacodynamics of SHR-1707 in Alzheimer's Disease Patients,RECRUITING,PHASE2,3,0.19022991333853173,Neuroinflammation & Immune
NCT01966666,"A Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy Study of TPI-287 in Alzheimer's Disease",COMPLETED,PHASE1,4,0.15699312957094863,Neuroinflammation & Immune
NCT03672266,Studies of Brain and Body Interaction,COMPLETED,,2,0.05324925262082863,Amyloid/Tau Pathology
NCT04820335,Promoting Independence With Compensatory Cognitive Rehabilitation,COMPLETED,,3,0.1527514110720014,Neuroinflammation & Immune
NCT06691256,Preventing Medication Mismanagement in People Living with Dementia Through Automated Medication Dispensing with Facial Recognition and Video Observation,ACTIVE_NOT_RECRUITING,PHASE2,0,0.12617128103267672,"Care, Lifestyle & QoL"
NCT00736775,"A Study of the Safety, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Anti-Abeta (MABT5102A) in Patients With Alzheimer's Disease",COMPLETED,PHASE1,5,0.12656493865456858,Other / Mixed
NCT06246019,The Clinical Impact of the Novel Alzheimer's Blood-based Biomarkers,UNKNOWN,,0,0.060444968130702645,"Care, Lifestyle & QoL"
NCT01354444,Trial of Carvedilol in Alzheimer's Disease,COMPLETED,PHASE4,5,0.11274318692355084,Other / Mixed
NCT07208344,Intravenous Infusion of Umbilical Cord Blood as an Adjunctive Treatment for Alzheimer's Disease,RECRUITING,EARLY_PHASE1,5,0.06911040022334128,Other / Mixed
NCT01743534,Conservation of Praxis in the Food and Alzheimer Disease,COMPLETED,,0,0.04549083998008661,"Care, Lifestyle & QoL"
NCT01120002,Efficacy and Safety of Tamibarotene (OAM80) for Alzheimer's Disease,UNKNOWN,PHASE2,5,0.46721417208180943,Other / Mixed
NCT02494531,Illiteracy and Vulnerability to Alzheimer's Disease: Evaluation of Amyloid Pathology by PET Imaging,COMPLETED,,2,0.22955381680075115,Amyloid/Tau Pathology
NCT01867372,Early Markers of Alzheimer's Disease: Structural and Functional Brain Changes,TERMINATED,,2,0.1704827893888428,Amyloid/Tau Pathology
NCT00546767,Home-Based Assessment for Alzheimer Disease Prevention,COMPLETED,,0,0.03536995600833915,"Care, Lifestyle & QoL"
NCT06052254,Dexmedetomidine Transdermal Systems (DMTS) Treatment for Agitation Associated With Dementia of the Alzheimer's Type,RECRUITING,PHASE2,5,0.16158447535792725,Other / Mixed
NCT02006654,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor,COMPLETED,PHASE3,1,0.3268993683973376,Neuroinflammation & Immune
NCT06151795,A Study to Evaluate XTR006 in Chinese Volunteers,COMPLETED,PHASE1,2,0.27954948734433543,Amyloid/Tau Pathology
NCT01953601,Efficacy and Safety Trial of Verubecestat (MK-8931) in Participants With Prodromal Alzheimer's Disease (MK-8931-019),TERMINATED,PHASE3,5,0.2322920552773638,Other / Mixed
NCT03840928,PatientSpot Formerly Known as ArthritisPower,UNKNOWN,,0,0.04882773541651659,"Care, Lifestyle & QoL"
NCT01190800,Capacity Assessment in Persons With Alzheimer's Disease,COMPLETED,,0,0.030472105114642614,"Care, Lifestyle & QoL"
NCT01231971,Alzheimer's Disease Neuroimaging Initiative 2,COMPLETED,,3,0.19923918863232692,Neuroinflammation & Immune
NCT02492529,Knowing and Remembering: Cognitive and Neural Influences of Familiarity on Recognition Memory in Early Alzheimer's Disease,COMPLETED,,2,0.08540890826700732,Amyloid/Tau Pathology
NCT01454453,Optimisation of Antipsychotic Drug Use in Older People,TERMINATED,PHASE4,2,0.06224579034731729,Amyloid/Tau Pathology
NCT07102212,Telemedicine-mHealth Symptom Cluster Intervention for Advanced Cancer Patients: Finding Our Center Under Stress (FOCUS),NOT_YET_RECRUITING,,0,0.0783923531005304,"Care, Lifestyle & QoL"
NCT06993285,ADvanced ALzheimer Disease and Effects of Protologic and LAnguage Rehabilitation Tools in Nursing Home (ADALPA),NOT_YET_RECRUITING,,0,0.08984759300716433,"Care, Lifestyle & QoL"
NCT01825317,Effect of NeuroAD on Alzheimer Patients,COMPLETED,,2,0.06911424339516509,Amyloid/Tau Pathology
NCT05077826,Enhancing Memory in Mild Cognitive Impairment and Early Stage Alzheimer's Disease,COMPLETED,,3,0.22147145127491485,Neuroinflammation & Immune
NCT05480358,Clinical Trial of a Low Protein Diet in Patients With Cognitive Impairment,UNKNOWN,PHASE1|PHASE2,3,0.11260928702429518,Neuroinflammation & Immune
NCT01142258,Trazodone for Sleep Disorders in Alzheimer's Disease,COMPLETED,PHASE3,0,0.042569655225755024,"Care, Lifestyle & QoL"
NCT06295458,Gamma Sensory Flicker for Parkinson's Disease Patients With Freezing of Gait,ACTIVE_NOT_RECRUITING,,4,0.05274658051918428,Neuroinflammation & Immune
NCT04064021,Acupuncture Treatment for Improving Alzheimer's Dementia,WITHDRAWN,,0,0.055497670253502204,"Care, Lifestyle & QoL"
NCT03554226,Agitation and Aggressivity in Alzheimer's Disease Patients: A Cohort Study,COMPLETED,,0,0.04970867696620622,"Care, Lifestyle & QoL"
NCT00040443,Efficacy And Safety Of CX516 In Elderly Participants With Mild Cognitive Impairment.,COMPLETED,PHASE2,3,0.25651408379234547,Neuroinflammation & Immune
NCT03090958,AllyQuest: Engaging HIV+ YMSM in Care Through Social Networking and Gamification,COMPLETED,,0,0.08467168017346856,"Care, Lifestyle & QoL"
NCT03978338,A Study to Evaluate the Efficacy and Safety of Brain Polypeptide Solution in Mild Alzheimer's Disease,UNKNOWN,,5,0.17705462279255418,Other / Mixed
NCT06038643,Intergenerational Behavioral Intervention to Enhance Physical Activity in Older Adults at Risk for Alzheimer's Disease,COMPLETED,,0,0.08660806667528592,"Care, Lifestyle & QoL"
NCT06281314,The Efficacy of VESPA 2.0 for Cognitive Rehabilitation in Patients With Mild Cognitive Impairment,COMPLETED,,3,0.30208985640815916,Neuroinflammation & Immune
NCT02208193,"Alzheimer's Disease, Art and Garden",UNKNOWN,,0,0.06878722442626621,"Care, Lifestyle & QoL"
NCT01547689,Safety and Efficiency of Umbilical Cord-derived Mesenchymal Stem Cells(UC-MSC) in Patients With Alzheimer's Disease,UNKNOWN,PHASE1|PHASE2,4,0.11680949339368875,Neuroinflammation & Immune
NCT01515982,Physical Exercise as an Additional Treatment for Alzheimer Disease,COMPLETED,,0,0.07350849319448563,"Care, Lifestyle & QoL"
NCT06767124,Supplementing Neuro-Energy to Aid Cognition,NOT_YET_RECRUITING,,2,0.16175844820690338,Amyloid/Tau Pathology
NCT00224497,A Dose Ranging Study To Investigate The Efficacy And Safety Of SB-742457 In Alzheimer's Disease,COMPLETED,PHASE2,1,0.19547750774160372,Neuroinflammation & Immune
NCT01388478,Safety Study of R(+)Pramipexole to Treat Early Alzheimer's Disease,COMPLETED,PHASE2,2,0.09963726034254444,Amyloid/Tau Pathology
NCT04777396,A Research Study Investigating Semaglutide in People With Early Alzheimer's Disease (EVOKE),COMPLETED,PHASE3,2,0.05559803640867398,Amyloid/Tau Pathology
NCT05468268,Noninvasive Brain Stimulation for pAD,UNKNOWN,,0,0.06386514697886399,"Care, Lifestyle & QoL"
NCT01330160,Study of Factors Influencing Post-stroke Dementia,COMPLETED,,0,0.05601435538288778,"Care, Lifestyle & QoL"
NCT07459660,An Open-Label Study of ML-007C-MA in Adults With Alzheimer's Disease Psychosis,RECRUITING,PHASE2,1,0.1311816723620768,Neuroinflammation & Immune
NCT06898424,Impact of Ketoflex 12/3 Diet on Early-to-Mid Stage Alzheimer's Progression,COMPLETED,,3,0.06160840133444445,Neuroinflammation & Immune
NCT00142324,CALM-AD,UNKNOWN,PHASE4,0,0.06089071106104793,"Care, Lifestyle & QoL"
NCT06524817,Effect of Neuronavigated Theta-Burst Transcranial Magnetic Stimulation (TBS) for Early Alzheimer's Disease,WITHDRAWN,,3,0.03700093471587696,Neuroinflammation & Immune
NCT00566397,A Phase 2 Study Evaluating The Efficacy And Safety Of PF 04494700 In Mild To Moderate Alzheimer's Disease,COMPLETED,PHASE2,1,0.28593715708905687,Neuroinflammation & Immune
NCT01658722,Retrieval of Patient Information After Discontinuation,TERMINATED,,4,0.03969852251236778,Neuroinflammation & Immune
NCT03333837,Improvisational Movement for People With Memory Loss and Their Caregivers,COMPLETED,,0,0.12044722590437416,"Care, Lifestyle & QoL"
NCT00895895,Study Comparing 3 Dosage Levels Of SAM-531 In Outpatients With Mild To Moderate Alzheimer Disease,TERMINATED,PHASE2,1,0.0802198690550339,Neuroinflammation & Immune
NCT05043675,Clinical Evaluation of [18F]APN-1607 PET Uptake in Alzheimer's Disease Patients,UNKNOWN,EARLY_PHASE1,2,0.13653401245276037,Amyloid/Tau Pathology
NCT02008357,Clinical Trial of Solanezumab for Older Individuals Who May be at Risk for Memory Loss,COMPLETED,PHASE3,2,0.09717653671219421,Amyloid/Tau Pathology
NCT00392912,Effect of Testosterone Therapy in Men With Alzheimer's Disease and Low Testosterone,COMPLETED,,2,0.10367903358861905,Amyloid/Tau Pathology
NCT01482351,Mild Cognitive Impairment and Obstructive Sleep Apnea,COMPLETED,,3,0.17837671087066406,Neuroinflammation & Immune
NCT00414622,GTS21-201 for Alzheimer Disease:GTS-21 Administered Daily for 28 Days to Participants With Probable Alzheimer's Disease,COMPLETED,PHASE2,5,0.16898173863036486,Other / Mixed
NCT05173922,"""Safety in Dementia"": An Online Caregiver Intervention",COMPLETED,,0,0.07039757543013704,"Care, Lifestyle & QoL"
NCT01357629,Observational Follow-up Extension Study of AFF002 and AFF004A in Patients With Alzheimer's Disease,TERMINATED,,1,0.1271420286603784,Neuroinflammation & Immune
NCT04113577,COgilus Remediation in Alzheimer Patients (CORA),UNKNOWN,,0,0.0348031216844804,"Care, Lifestyle & QoL"
NCT05530590,Minnesota Inclusive LTSS for LGBTQ Seniors,COMPLETED,,0,0.10296125908016457,"Care, Lifestyle & QoL"
NCT05570370,Eardream Data Collection in Colombia Supported by ADDF,UNKNOWN,,3,0.03808479952616742,Neuroinflammation & Immune
NCT04663854,Mycose AdminiStration for HealIng Alzheimer NEuropathy (MASHIANE),UNKNOWN,PHASE1,2,0.13370768316483922,Amyloid/Tau Pathology
NCT06666075,Digital Reminiscence Therapy for Alzheimer's in Institutionalized People,COMPLETED,,0,0.11016790236300569,"Care, Lifestyle & QoL"
NCT00481520,"Study Evaluating the Safety,Tolerability, PK and PD of SAM-531 in the Subjects With Mild to Moderate Alzheimer's Disease",COMPLETED,PHASE2,1,0.20704483851627073,Neuroinflammation & Immune
NCT05641688,[18F]PI-2620 Phase 3 Histopathological Study,RECRUITING,PHASE3,2,0.2118803809355405,Amyloid/Tau Pathology
NCT02180269,"A Safety, Tolerability and Pharmacokinetics Study of JNJ-54861911 in Healthy Japanese Male Participants",COMPLETED,PHASE1,4,0.36327148285000965,Neuroinflammation & Immune
NCT07205003,Evaluation of the Link Between Carotid Arterial Wall Viscosity and Major Neurocognitive Disorders,RECRUITING,,0,0.02791618721709242,"Care, Lifestyle & QoL"
NCT06254469,Visualizing Brain Proteinopathies Using [F-18]Flornaptitril-PET in the Prediction of Clinical Progression of Mild Cognitive Impairment With Either Suspected Chronic Traumatic Encephalopathy or Alzheimer's Disease,RECRUITING,PHASE3,3,0.16957096603756475,Neuroinflammation & Immune
NCT07072962,Self-Administered Interactive Exercise Program (Tele-Exergame),COMPLETED,,3,0.12741752117195185,Neuroinflammation & Immune
NCT02079246,Long-term Safety and Tolerability of Idalopirdine (Lu AE58054) as Adjunctive Treatment to Donepezil in Patients With Mild-moderate Alzheimer's Disease,COMPLETED,PHASE3,1,0.3269717493116725,Neuroinflammation & Immune
NCT00001917,Brain Imaging in Elderly People and Individuals With Alzheimer's Disease,COMPLETED,,2,0.23629542455966926,Amyloid/Tau Pathology
NCT01024660,The Effect of Cognitive Function as Measured by Repeated Cognitive Measures After 12 Weeks Treatment With Donepezil,COMPLETED,EARLY_PHASE1,3,0.0687905419744961,Neuroinflammation & Immune
NCT04753320,Remote Monitoring in Progressive Supranuclear Palsy (PSP),ACTIVE_NOT_RECRUITING,,0,0.036121780801036125,"Care, Lifestyle & QoL"
NCT00165724,Alzheimer's Disease Long-term Follow-up Study (ALF Study),COMPLETED,PHASE4,5,0.18478728609065928,Other / Mixed
NCT06803797,BCT Intervention For Walking Habit Among Caregivers of People With AD/ADRD,ACTIVE_NOT_RECRUITING,,0,0.06585156661178689,"Care, Lifestyle & QoL"
NCT05635968,The Clinical Trial of Low Dose Irradiation for Alzheimer's Disease,COMPLETED,PHASE2,5,0.19719245929473048,Other / Mixed
NCT05395624,"Safety, PK and Biodistribution of 18F-OP-801 in Patients With ALS, AD, MS, PD and Healthy Volunteers",RECRUITING,PHASE1|PHASE2,4,0.179625903696615,Neuroinflammation & Immune
NCT06629740,A Study of a Mobile Phone Application Measuring the Eyes Before and After Medication,COMPLETED,,0,0.03767485401140804,"Care, Lifestyle & QoL"
NCT05326750,Non-invasive Neurostimulation as a Tool for Diagnostics and Management for Neurodegenerative Diseases,RECRUITING,,5,0.04668942025606464,Other / Mixed
NCT02414282,"F 18 T807 Tau PET Imaging of Progressive Posterior Cortical Dysfunction (IND 123119, Protocol E)",COMPLETED,,2,0.18381607520153223,Amyloid/Tau Pathology
NCT00428389,Safety of Switching From Donepezil to Rivastigmine Patch in Patients With Probable Alzheimer's Disease,COMPLETED,PHASE3,4,0.08268768576179021,Neuroinflammation & Immune
NCT04786223,Targeting Neuroinflammation as a Contributing Pathology in Alzheimer's Disease Dementia and Related Dementias,ENROLLING_BY_INVITATION,PHASE2,2,0.10628271127596284,Amyloid/Tau Pathology
NCT03274817,A Proof of Concept Study of the Prevention of Mild Cognitive Impairment and Eventual Alzheimer's Disease Using F18 Flutemetamol,TERMINATED,PHASE1,3,0.22371651764207087,Neuroinflammation & Immune
NCT03313518,Therapeutic Role of Transcranial DCS in Alzheimer,COMPLETED,,0,0.04506207048617004,"Care, Lifestyle & QoL"
NCT05806697,Investigation of AlzHeimer's Predictors in Subjective Memory Complainers - Extension Study,RECRUITING,,2,0.20310225876308644,Amyloid/Tau Pathology
NCT03980730,Study of Azeliragon in Patients With Mild Alzheimer's Disease and Impaired Glucose Tolerance,TERMINATED,PHASE2,5,0.16562594731204913,Other / Mixed
NCT04019665,Self-screening of Cognitive Impairment in Primary Care,WITHDRAWN,,3,0.0939953064947846,Neuroinflammation & Immune
NCT02353598,A Study of Crenezumab in Participants With Mild to Moderate Alzheimer Disease,COMPLETED,PHASE1,1,0.18788055639823054,Neuroinflammation & Immune
NCT02477800,221AD301 Phase 3 Study of Aducanumab (BIIB037) in Early Alzheimer's Disease,TERMINATED,PHASE3,3,0.17493651731068416,Neuroinflammation & Immune
NCT02664571,Florbetaben as an Amyloid Plaque Marker in Elderly Patients With Focal or Disseminated Superficial Hemosiderosis,WITHDRAWN,,2,0.1395281456846001,Amyloid/Tau Pathology
NCT04529863,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - Tocilizumab vs Abatacept,COMPLETED,,0,0.046244842292556744,"Care, Lifestyle & QoL"
NCT02446132,"Long Term, Extension Study of the Safety and Efficacy of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",TERMINATED,PHASE3,5,0.17201515267101541,Other / Mixed
NCT00749216,Solanezumab Safety Study in Japanese Patients With Alzheimer's Disease,COMPLETED,PHASE2,4,0.2456674005042479,Neuroinflammation & Immune
NCT05194787,TAS Test: Online Motor-cognitive Tests for Early Detection of Alzheimer's Disease,RECRUITING,,0,0.07202036215182077,"Care, Lifestyle & QoL"
NCT03565809,Quality of the Management of Diabetes in Elderly People With Dementia in France,COMPLETED,,0,0.07440277934527316,"Care, Lifestyle & QoL"
NCT01434940,Eye Movement Recording as an Early Differential Diagnostic Tool for Alzheimer/Depression,UNKNOWN,,0,0.053353465739303135,"Care, Lifestyle & QoL"
NCT01268020,Evaluation of [18F] FMH3 and PET as a Marker of Histamine-3 Receptor Activity in Subjects With AD Compared w/ HC,COMPLETED,EARLY_PHASE1,2,0.2072789367135317,Amyloid/Tau Pathology
NCT03880240,Gamma Induction for Alzheimer's Disease,COMPLETED,PHASE1|PHASE2,2,0.14279747288401362,Amyloid/Tau Pathology
NCT06285240,Efficacy and Safety of MK-1167 in Participants With Alzheimer's Disease Dementia Taking Stable Donepezil Treatment (MK-1167-007),COMPLETED,PHASE1,5,0.18091058980591473,Other / Mixed
NCT06375213,Investigating Neurocognitive Disorders Epidemiology,RECRUITING,,2,0.05368182090131302,Amyloid/Tau Pathology
NCT04619420,A Study of JNJ-63733657 in Participants With Early Alzheimer's Disease,TERMINATED,PHASE2,3,0.042646418585063954,Neuroinflammation & Immune
NCT00420420,MK0249 for the Symptomatic Treatment of Alzheimer's Disease (MK0249-011),COMPLETED,PHASE2,5,0.1390451070227906,Other / Mixed
NCT06249204,Patient-Centered Dementia Care Practice Coaching Intervention,COMPLETED,,0,0.08440427441980457,"Care, Lifestyle & QoL"
NCT03038035,The Alzheimer's Disease THErapy With NEuroaid (ATHENE) Study,UNKNOWN,PHASE2,5,0.14841100150035105,Other / Mixed
NCT00408525,Donepezil and Brain Activity Patterns in Those at Risk For Alzheimer's Disease,COMPLETED,PHASE1,2,0.05920002157515976,Amyloid/Tau Pathology
NCT00216515,The Efficacy of Galantamine on the Attention and the Frontal Function of the Patients With Dementia of Alzheimer Type,COMPLETED,PHASE4,5,0.08273468282126957,Other / Mixed
NCT02534480,Neurogenetic Pharmaceuticals (NGP) 555 in Healthy Young Volunteers (Single-ascending Dose),COMPLETED,PHASE1,4,0.11623559380221803,Neuroinflammation & Immune
NCT04597827,Metacognition in Semantic Dementia: Comparison With Alzheimer's Disease,COMPLETED,,0,0.05268050220407803,"Care, Lifestyle & QoL"
NCT02861846,Predictive Value of Biomarkers of the Alzheimer's Disease (AD) in Elderly Patients With New-onset Epilepsy,COMPLETED,,2,0.09090304574964532,Amyloid/Tau Pathology
NCT00979446,Passport to Brain Wellness in Sedentary Adults,COMPLETED,,3,0.18911231608465717,Neuroinflammation & Immune
NCT06045988,"Automated, Assistive, Non-Contact Sleep Quality Monitor for Individuals With Alzheimer's Disease",NOT_YET_RECRUITING,,0,0.08709889997411688,"Care, Lifestyle & QoL"
NCT07089303,Alzheimer's Disease Multinuclear Imaging Neuro-Enhanced Resolution (AD-MINER),RECRUITING,,3,0.19477196017220577,Neuroinflammation & Immune
NCT05059158,Amyloid-β Clearance Mechanisms in Alzheimer's Disease,RECRUITING,,3,0.18125623219946563,Neuroinflammation & Immune
NCT01009255,Study to Evaluate the Efficacy and Safety of GSK239512 in Alzheimer's Disease,COMPLETED,PHASE2,1,0.19773418445403101,Neuroinflammation & Immune
NCT06852326,Designing a Tailored Primary Care Intervention to Manage the Burden of Caring for Patients Living with Alzheimer's Disease (or a Related Dementia),RECRUITING,,0,0.07714993825018797,"Care, Lifestyle & QoL"
NCT00104273,Rasagiline 1 mg and 2 mg Added to Aricept 10 mg Daily in Patients With Mild to Moderate Alzheimer's Disease (AD),COMPLETED,PHASE2,1,0.25949550266210525,Neuroinflammation & Immune
NCT05640141,Pre-demential Motoric Cognitive Risk Syndrome in Ageing Subjects,UNKNOWN,,3,0.05379360803764134,Neuroinflammation & Immune
NCT04023994,"A Single Ascending Dose Study to Investigate the Safety, Tolerability, Immunogenicity and Pharmacokinetics of Intravenously Administered RO7126209 in Healthy Participants",COMPLETED,PHASE1,4,0.29912344061096363,Neuroinflammation & Immune
NCT05827094,Pilot Mobile for Dementia and Frailty,COMPLETED,,0,0.082416463627005,"Care, Lifestyle & QoL"
NCT03810794,Clinical Evaluation on the Therapeutic Effect of Acupuncture Treatment for Alzheimer's Disease,RECRUITING,,0,0.06951173010062876,"Care, Lifestyle & QoL"
NCT04436341,Epileptic Activity in Patients With Alzheimer's Disease and Lewy Body Dementia,COMPLETED,,2,0.051810035481275114,Amyloid/Tau Pathology
NCT04994483,Simufilam 100 mg for Mild-to-Moderate Alzheimer's Disease,COMPLETED,PHASE3,1,0.19978168022232543,Neuroinflammation & Immune
NCT04691505,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - Methotrexate vs Hydroxychloroquine,COMPLETED,,0,0.046244842292556744,"Care, Lifestyle & QoL"
NCT06384573,DIAN-TU Amyloid Removal Trial (ART) in Dominantly Inherited Alzheimer's Disease,ACTIVE_NOT_RECRUITING,PHASE3,2,0.13709565524360692,Amyloid/Tau Pathology
NCT00930059,A Study Of PF-04447943 Compared To Placebo In Subjects With Mild To Moderate Alzheimer's Disease,COMPLETED,PHASE2,1,0.20321738955059368,Neuroinflammation & Immune
NCT05218018,Triglyceride Effects on Blood Flow in the Human Brain,COMPLETED,,2,0.11029841411300753,Amyloid/Tau Pathology
NCT02820896,A Study of RO7105705 in Healthy Participants and Participants With Mild-to-Moderate Alzheimer's Disease,COMPLETED,PHASE1,4,0.24076239831309248,Neuroinflammation & Immune
NCT03919162,A Trial to Evaluate the Efficacy and Safety of PQ912 in Patients With Early AD,TERMINATED,PHASE2,5,0.28027261648953583,Other / Mixed
NCT02516046,18F-AV-1451 Autopsy Study,COMPLETED,PHASE3,2,0.3346176595447741,Amyloid/Tau Pathology
NCT02759159,The Study of Mechanism of Alzheimer's Disease Using Acupuncture Based on fMRI,UNKNOWN,,2,0.08461138527049505,Amyloid/Tau Pathology
NCT00702780,Progression Delaying Effect of Escitalopram in Alzheimer's Disease,COMPLETED,,1,0.2385333594414398,Neuroinflammation & Immune
NCT02471196,Efficacy of ORM-12741 on Agitation/Aggression Symptoms in Alzheimer's Disease,COMPLETED,PHASE2,5,0.13393223633683735,Other / Mixed
NCT00366288,Study Evaluating PAZ-417 in Healthy Young/Elderly,COMPLETED,,4,0.2418621727659804,Neuroinflammation & Immune
NCT00018473,Gene-Environment Interactions in Alzheimer's Disease,COMPLETED,,0,0.04684611840334163,"Care, Lifestyle & QoL"
NCT07465783,Effects of Musical Intervention by a Therapist (IMT) on Falling Asleep and Behavioral Regulation in a Secure Care Unit (SCU),NOT_YET_RECRUITING,,0,0.053412098937985396,"Care, Lifestyle & QoL"
NCT06761066,Efficacy and Safety of NVP-NK4146 in Patients with Mild Cognitive Impairment (MCI) Due to Alzheimer's Disease,NOT_YET_RECRUITING,,3,0.33909557595336853,Neuroinflammation & Immune
NCT05423522,Clinical Safety and Efficacy Evaluation of NanoLithium® NP03 in Patients With Mild-to-severe Alzheimer's Disease,COMPLETED,PHASE2,5,0.22893857161568215,Other / Mixed
NCT06833281,Extension Study of Participants From SPG302-ALZ-101,TERMINATED,PHASE2,1,0.23895289601694036,Neuroinflammation & Immune
NCT06366867,An Open Platform of Serious Games for Cognitive Intervention,SUSPENDED,,0,0.0855360007306902,"Care, Lifestyle & QoL"
NCT02833792,Allogeneic Human Mesenchymal Stem Cells for Alzheimer's Disease,UNKNOWN,PHASE2,1,0.1262016240322473,Neuroinflammation & Immune
NCT00998764,A Long-Term Safety And Tolerability Extension Study Of Bapineuzumab In Alzheimer Disease Patients,TERMINATED,PHASE3,4,0.14577445152012905,Neuroinflammation & Immune
